lat,lon,dist
40.495015,-106.951913,0
40.495289,-106.951487,0.02931578641330585
40.495123,-106.951323,0.04366160926584559
40.494618,-106.951354,0.07859178404989994
40.49395,-106.951661,0.12748384623585704
40.493108,-106.951471,0.18651088749331837
40.499295,-106.934363,1.1818707732262643
40.500216,-106.931317,1.3540929185437123
40.500794,-106.927902,1.5379032574047475
40.501447,-106.918529,2.0324060974234754
40.501923,-106.917162,2.1113974315567443
40.50408,-106.913715,2.3459316926269693
40.504655,-106.912265,2.4318459199531635
40.505381,-106.908458,2.63804166795211
40.505833,-106.904848,2.8302459648429164
40.505848,-106.903338,2.909579790549461
40.505484,-106.901001,3.0349026808898647
40.505609,-106.899597,3.1091653342481202
40.508327,-106.893832,3.4655207098817478
40.508689,-106.892437,3.5429541762075574
40.508679,-106.89169,3.582201846741114
40.508401,-106.890775,3.633964701176877
40.505912,-106.887057,3.894204085771478
40.505141,-106.885302,4.000685790318483
40.505214,-106.883618,4.08929838235437
40.506122,-106.88171,4.2075488443234175
40.506475,-106.879737,4.314029612426395
40.506064,-106.877844,4.417451768563955
40.504801,-106.875395,4.57291232462066
40.504312,-106.874037,4.651851474792049
40.50417,-106.872772,4.719029492633804
40.504207,-106.868466,4.94526295391724
40.503125,-106.864314,5.175848529180963
40.503011,-106.858534,5.479612479024114
40.502587,-106.856875,5.571562802951258
40.501788,-106.85571,5.653987537197111
40.501127,-106.855168,5.707808296474394
40.497628,-106.853674,5.961989705361757
40.495831,-106.852406,6.102895756182015
40.495243,-106.851821,6.153840181957079
40.494366,-106.849896,6.271747593500594
40.493955,-106.84741,6.4054221831915745
40.493517,-106.846318,6.470291889577822
40.492235,-106.844546,6.598803838286991
40.49117,-106.841976,6.752592764230533
40.489496,-106.840009,6.907708563303103
40.482744,-106.828558,7.6691163010754275
40.481257,-106.827048,7.798936006905329
40.480465,-106.826589,7.858738861777453
40.479692,-106.826416,7.912916418880176
40.476306,-106.826047,8.147669161819836
40.469044,-106.826178,8.649472815386767
40.462621,-106.825135,9.09663367635765
40.461948,-106.824663,9.149339383907577
40.461791,-106.824781,9.16183541128485
40.460665,-106.823905,9.252242213151627
40.454583,-106.816973,9.808479332197379
40.453582,-106.816181,9.889209081156288
40.452667,-106.815789,9.95570410590634
40.450946,-106.815635,10.074889227235445
40.434567,-106.815762,11.206590050033062
40.431465,-106.815724,11.420927154557395
40.430607,-106.815562,11.480818434079739
40.429523,-106.81506,11.560232981153982
40.428491,-106.814179,11.645270206523813
40.427392,-106.81263,11.756640480805984
40.425336,-106.809124,11.989416641498783
40.424193,-106.807702,12.09818721455519
40.423062,-106.806872,12.187699909525998
40.421904,-106.806517,12.26986015512593
40.39106,-106.806482,14.400978383260565
40.389906,-106.806878,14.483390518518888
40.383978,-106.810553,14.936343508601933
40.382964,-106.810586,15.006425760204396
40.382241,-106.810318,15.058333461657172
40.381369,-106.809545,15.131032828334515
40.380909,-106.80862,15.189173604274853
40.380721,-106.807422,15.253551151585246
40.380786,-106.804706,15.396571078346215
40.380537,-106.803705,15.451993988408121
40.380001,-106.802909,15.50791148619322
40.377289,-106.800555,15.732551362030069
40.376908,-106.79997,15.773061924032096
40.376699,-106.798883,15.832070819412301
40.376692,-106.796453,15.959975988138922
40.376103,-106.795147,16.039861311348403
40.37564,-106.794718,16.079018347978266
40.375091,-106.794473,16.119082845650535
40.373356,-106.794712,16.23961823501189
40.371943,-106.794559,16.337578861350156
