lat,lon,dist
40.901499,-97.519025,0
40.901347,-97.518682,0.02076434681323364
40.901049,-97.46517,2.815427025845896
40.901787,-97.405745,5.919220280126332
40.901717,-97.387314,6.881756708993685
40.901974,-97.367763,7.902923833821278
40.902032,-97.292361,11.840638315887762
40.901908,-97.285413,12.203584476297724
40.901988,-97.261443,13.455381093825098
40.901714,-97.176961,17.8673283519458
40.901739,-97.116828,21.007662702673958
40.901901,-97.115124,21.09735199038286
40.902392,-97.113416,21.19278218347338
40.906581,-97.105079,21.71557730856244
40.906908,-97.104089,21.771995803147735
40.907114,-97.101803,21.89221390424323
40.90701,-97.092353,22.385735056744377
40.906669,-97.091179,22.45141187457356
40.902873,-97.086806,22.79917464386364
40.902288,-97.085797,22.86558431232171
40.901737,-97.083991,22.967292722872134
40.901568,-97.08241,23.05067920639492
40.901313,-96.999939,27.357628094939855
40.900575,-96.997887,27.47630419303415
40.89959,-96.996601,27.571919605994047
40.898853,-96.996065,27.630028331243505
40.8941,-96.993607,27.98262907649354
40.89301,-96.992483,28.078118723117775
40.892039,-96.990696,28.193064743840107
40.887762,-96.97339,29.144078155443633
40.886805,-96.96492,29.591418548528704
40.886669,-96.960285,29.833709923940578
40.886555,-96.911109,32.40243377012457
40.886592,-96.888473,33.58483026349233
40.886805,-96.873214,34.38202000985425
40.886643,-96.86213,34.96110073268246
40.886852,-96.850975,35.54396065689214
40.886453,-96.833822,36.44037228137099
40.88671,-96.809008,37.73665552907106
40.888155,-96.80171,38.13071981202023
40.888244,-96.799868,38.22713081132293
40.888121,-96.797844,38.333193112941906
40.887681,-96.795568,38.4559033403472
40.886635,-96.792705,38.621998906319455
40.881683,-96.783009,39.23322650252452
40.880701,-96.779981,39.40534487836161
40.880162,-96.777283,39.551125380704484
40.879952,-96.775535,39.64358689189448
40.879636,-96.768589,40.007105338358656
40.879491,-96.75184,40.88214105906859
40.879047,-96.746485,41.163567920684955
40.878328,-96.742541,41.37551204834172
40.877614,-96.739661,41.53385003195837
40.872388,-96.722887,42.481668862145305
40.871482,-96.720919,42.60204673674336
40.871558,-96.720439,42.627669144203885
40.87193,-96.719938,42.6643542373685
40.871602,-96.717303,42.80387736182181
40.87155,-96.701202,43.64511296255374
40.871373,-96.70087,43.6663366686443
40.862802,-96.700854,44.25853695769597
40.862617,-96.699083,44.35195727536357
40.863234,-96.698402,44.40748790035371
40.863317,-96.697643,44.44756076418256
40.863198,-96.691719,44.75721967738773
40.861751,-96.690957,44.86483510561984
40.857432,-96.690913,45.16325844249373
40.857272,-96.682226,45.617359657667194
40.857311,-96.672695,46.115439918860126
40.857169,-96.672639,46.12567833237601
40.85729,-96.67166,46.177517752505324
40.857027,-96.671575,46.19622435321455
40.857022,-96.64984,47.33206111316559
40.857087,-96.648737,47.3898768170374
40.85784,-96.646466,47.51945818667467
40.857828,-96.644136,47.641221635042456
40.857495,-96.643186,47.6959391005094
40.858465,-96.641778,47.795465989184514
40.859779,-96.640455,47.909581467533876
40.863471,-96.638159,48.191480153728754
40.865882,-96.636443,48.38066296149963
40.867129,-96.63503,48.49412842870341
40.868134,-96.633322,48.607204009872554
40.868956,-96.630917,48.745102494820316
40.869313,-96.62858,48.869674581832236
40.869171,-96.626333,48.98748683330966
40.86813,-96.621117,49.26935047213059
40.868174,-96.619399,49.35916681694067
40.868435,-96.618629,49.403255671472905
40.869071,-96.617349,49.48327951191814
40.872081,-96.6131,49.787477272903836
40.873165,-96.611085,49.916677189313184
40.887777,-96.582785,51.70690455747013
40.890376,-96.578203,52.00611458348009
40.912152,-96.536408,54.65712444023922
40.916596,-96.528269,55.181408540901565
40.920427,-96.520636,55.65982370021738
40.934995,-96.492821,57.426599997357485
40.93874,-96.483846,57.961766138868214
40.949821,-96.455643,59.620884359597795
40.951081,-96.45319,59.77569176548445
40.952912,-96.451067,59.943852999061185
40.990641,-96.413465,63.20628546238373
41.012699,-96.391095,65.12550570742924
41.013569,-96.390044,65.2068429293349
41.01485,-96.387983,65.34605138194512
41.022146,-96.375508,66.16888445177864
41.023391,-96.374095,66.28213145658242
41.024273,-96.373411,66.35273586360398
41.028002,-96.37156,66.62785794037873
41.0296,-96.370092,66.76219097017668
41.038703,-96.357442,67.67337787075103
41.039415,-96.357115,67.7254404445268
41.039183,-96.357165,67.74168052439408
41.039142,-96.357042,67.74868866611935
41.039379,-96.356534,67.7798178132514
41.044294,-96.349688,68.27236499115556
41.046585,-96.345237,68.55317197019446
41.04763,-96.343531,68.66769627356489
41.052167,-96.338037,69.09221759839546
41.054887,-96.335208,69.33106040247577
41.058602,-96.330632,69.68138312112673
41.064402,-96.321238,70.3139205305799
41.083972,-96.288133,72.50518722009618
41.087873,-96.280381,72.99059980661704
41.089997,-96.276553,73.23813686784898
41.090972,-96.274311,73.37292793955189
41.0919,-96.272796,73.47458888170729
41.092154,-96.271885,73.52516920633181
41.094902,-96.266563,73.86109753405049
41.094842,-96.265938,73.89390447534561
41.095372,-96.264958,73.95671308728512
41.095344,-96.26476,73.96720288006476
